study,domain,sub_domain,source,table_name,variable,label,has_skip_logic,sensitivity,plab_facet,plab_subfacet,alexsa_facet,nobs_00mo,nobs_12mo,nobs_24mo,nobs_36mo,nobs_48mo,nobs_60mo,nobs_72mo
Core,"Friends, Family, & Community",Culture,Parent,fc_p_vs,fc_p_vs__supp_001,Parents should teach their children that the family always comes first. [Parent],yes,not sensitive,religious and/or cultural values,not applicable,_none_,11862,11202,10780,2729,5733,0,4973
Core,"Friends, Family, & Community",Culture,Parent,fc_p_vs,fc_p_vs__supp_002,Family provides a sense of security because they will always be there for you. [Parent],yes,not sensitive,religious and/or cultural values,not applicable,_none_,11862,11202,10780,2729,5733,0,4973
Core,"Friends, Family, & Community",Culture,Parent,fc_p_vs,fc_p_vs__supp_003,It is always important to be united as a family. [Parent],yes,not sensitive,religious and/or cultural values,not applicable,_none_,11862,11202,10780,2729,5733,0,4973
Core,"Friends, Family, & Community",Culture,Parent,fc_p_vs,fc_p_vs__supp_004,"It is important to have close relationships with aunts/uncles, grandparents, and cousins. [Parent]",yes,not sensitive,religious and/or cultural values,not applicable,_none_,11862,11202,10780,2729,5733,0,4972
Core,"Friends, Family, & Community",Culture,Parent,fc_p_vs,fc_p_vs__supp_005,Holidays and celebrations are important because the whole family comes together. [Parent],yes,not sensitive,religious and/or cultural values,not applicable,_none_,11862,11202,10779,2729,5733,0,4971
Core,"Friends, Family, & Community",Culture,Parent,fc_p_vs,fc_p_vs__supp_006,It is important for family members to show their love and affection to one another. [Parent],yes,not sensitive,religious and/or cultural values,not applicable,_none_,11862,11202,10779,2729,5733,0,4971
Core,"Friends, Family, & Community",Culture,Youth,fc_y_aclt,fc_y_aclt_001,How well do you speak English? [Youth],no,not sensitive,demographics,language(s),_none_,11847,11213,10938,10439,9714,0,0
Core,"Friends, Family, & Community",Culture,Youth,fc_y_aclt,fc_y_aclt_002,"Besides English, do you speak or understand another language or dialect? [Youth]",no,not sensitive,demographics,language(s),_none_,11786,11180,10891,10411,9674,0,0
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_crpbi,fc_y_crpbi__cg1_002,(Caregiver 1) Makes me feel better after talking over worries with them.,no,not sensitive,family interactions and parenting,not applicable,parent attachment,11835,11208,0,10437,9715,8871,5037
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_crpbi,fc_y_crpbi__cg1_003,(Caregiver 1) Smiles at me very often.,no,not sensitive,family interactions and parenting,not applicable,parental nurturance,11834,11208,0,10437,9715,8871,5037
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_crpbi,fc_y_crpbi__cg1_004,(Caregiver 1) Is able to make me feel better when I am upset.,no,not sensitive,family interactions and parenting,not applicable,parental nurturance,11833,11207,0,10437,9715,8871,5037
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_crpbi,fc_y_crpbi__cg1_005,(Caregiver 1) Believes in showing their love for me.,no,not sensitive,family interactions and parenting,not applicable,parental nurturance,11833,11207,0,10437,9715,8871,5037
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_crpbi,fc_y_crpbi__cg1_006,(Caregiver 1) Is easy to talk to.,no,not sensitive,family interactions and parenting,not applicable,parent attachment,11831,11207,0,10437,9715,8871,5037
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_crpbi,fc_y_crpbi__cg2_000,"Is there a second adult who cares for you, that you spend a significant amount of time with, like your other parent, step-parent, grandparent, aunt or uncle?",no,not sensitive,demographics,relatives,_none_,11824,11205,0,10437,9715,8871,5037
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_crpbi,fc_y_crpbi__cg2_002,(Caregiver 2) Makes me feel better after talking over my worries with them.,yes,not sensitive,family interactions and parenting,not applicable,parent attachment,10953,10388,0,9404,8484,7579,4184
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_crpbi,fc_y_crpbi__cg2_003,(Caregiver 2) Smiles at me very often.,yes,not sensitive,family interactions and parenting,not applicable,parental nurturance,10954,10388,0,9404,8484,7579,4184
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_crpbi,fc_y_crpbi__cg2_004,(Caregiver 2) Is able to make me feel better when I am upset.,yes,not sensitive,family interactions and parenting,not applicable,parental nurturance,10951,10389,0,9404,8484,7579,4184
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_crpbi,fc_y_crpbi__cg2_005,(Caregiver 2) Believes in showing their love for me.,yes,not sensitive,family interactions and parenting,not applicable,parental nurturance,10953,10387,0,9404,8484,7579,4184
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_crpbi,fc_y_crpbi__cg2_006,(Caregiver 2) Is easy to talk to.,yes,not sensitive,family interactions and parenting,not applicable,parent attachment,10952,10386,0,9403,8484,7579,4184
Core,Physical Health,Medical,Parent,ph_p_mhx,ph_p_mhx_022__01,Cuts or scrapes: How many times?,yes,not sensitive,physical health,pain/illness/injury,_none_,11863,11199,10923,10383,9700,8837,5008
Core,Physical Health,Medical,Parent,ph_p_mhx,ph_p_mhx_023__01,Stitches: How many times?,yes,not sensitive,physical health,pain/illness/injury,_none_,11863,11200,10923,10383,9700,8837,5009
Core,Physical Health,Medical,Parent,ph_p_mhx,ph_p_mhx_025__01,Falls: How many times?,yes,maybe sensitive,physical health,pain/illness/injury,_none_,11864,11200,10921,10383,9700,8837,5009
Core,Physical Health,Medical,Parent,ph_p_mhx,ph_p_mhx_026__01,Burns: How many times?,yes,maybe sensitive,physical health,pain/illness/injury,_none_,11864,11200,10921,10383,9700,8837,5009
Core,"Friends, Family, & Community",Community,Youth,fc_y_eut,fc_y_eut_003,"In the past 12 months, have you felt discriminated against: Because someone thought your sexual orientation was something other than straight?",yes,not sensitive,life events,not applicable,last year stressors,0,0,0,0,0,0,0
Core,"Friends, Family, & Community",Community,Youth,fc_y_eut,fc_y_eut_004,"In the past 12 months, have you felt people treated you unfairly or negatively: Because of your weight?",no,maybe sensitive,life events,not applicable,_none_,0,10774,10632,0,9408,0,4898
Core,"Friends, Family, & Community",Community,Youth,fc_y_eut,fc_y_eut_005,"In the past 12 months, have you felt people treated you unfairly or negatively: Because of your skin color?",yes,not sensitive,life events,not applicable,last year stressors,0,0,0,0,0,0,4922
Core,"Friends, Family, & Community",Community,Youth,fc_y_eut,fc_y_eut_006,"In the past 12 months, have you felt people treated you unfairly or negatively: Because of your religion or religious beliefs?",yes,not sensitive,life events,not applicable,last year stressors,0,0,0,0,0,0,4898
Core,"Friends, Family, & Community",Community,Youth,fc_y_eut,fc_y_eut_007,"In the past 12 months, have you felt people treated you unfairly or negatively: Because of your social status (e.g., how much money your parent[s]/guardian[s] make or have)?",yes,not sensitive,life events,not applicable,last year stressors,0,0,0,0,0,0,4869
Core,Mental Health,Psychosocial,Parent,mh_p_kbi,mh_p_kbi__school_005,"In general, how does your child do in school?",yes,not sensitive,school,not applicable,academic competency,11670,10973,10495,9636,0,0,0
Core,Mental Health,Stress,Parent,mh_p_ple,mh_p_ple_001__01,Someone in family died: Did this happen in the past year? [Parent],yes,not sensitive,life events,not applicable,_none_,0,11205,10899,10200,9498,8665,4985
Core,Mental Health,Stress,Parent,mh_p_ple,mh_p_ple_002__01,Family member was seriously injured: Did this happen in the past year? [Parent],yes,not sensitive,life events,not applicable,_none_,0,11205,10899,10200,9498,8665,4985
Core,"Friends, Family, & Community",Community,Youth,fc_y_eut,fc_y_eut_009,"In the past 12 months, have you felt people treated you unfairly or negatively: Because of the way you speak English (e.g., accent, English as a second language)?",yes,not sensitive,life events,not applicable,last year stressors,0,0,0,0,0,0,4956
Core,"Friends, Family, & Community",Community,Youth,fc_y_eut,fc_y_eut__ethn_001a,"How often do the following people treat you unfairly or negatively because of your ethnic background (the country, customs, culture, or religious group of you and your family)?: Teachers",no,maybe sensitive,life events,not applicable,_none_,0,10754,10580,0,9434,0,4916
Core,"Friends, Family, & Community",Community,Youth,fc_y_eut,fc_y_eut__ethn_001b,"How often do the following people treat you unfairly or negatively because of your ethnic background (the country, customs, culture, or religious group of you and your family)?: Other adults outside school",no,maybe sensitive,life events,not applicable,_none_,0,10669,10517,0,9393,0,4893
Core,Physical Health,Medical,Parent,ph_p_mhx,ph_p_mhx_027__01,High fever: How many times?,yes,not sensitive,physical health,pain/illness/injury,_none_,11860,11200,10921,10383,9700,8837,5009
Core,Physical Health,Medical,Parent,ph_p_mhx,ph_p_mhx_028__01,Head injury: How many times?,yes,maybe sensitive,physical health,pain/illness/injury,_none_,11864,11200,10921,10384,9700,8836,5009
Core,"Friends, Family, & Community",Community,Youth,fc_y_eut,fc_y_eut__ethn_001d,"How often do the following people treat you unfairly or negatively because of your ethnic background (the country, customs, culture, or religious group of you and your family)?: Other people of my own ethnic background",yes,not sensitive,life events,not applicable,_none_,0,0,0,0,0,0,4880
Core,"Friends, Family, & Community",Community,Youth,fc_y_eut,fc_y_eut__ethn_002,I feel that others behave in an unfair or negative way toward my ethnic group:,no,maybe sensitive,life events,not applicable,_none_,0,10478,10424,0,9268,0,4822
Core,Physical Health,Medical,Parent,ph_p_mhx,ph_p_mhx_029__01,Knocked unconscious: How many times?,yes,maybe sensitive,physical health,pain/illness/injury,_none_,11864,11200,10921,10383,9700,8837,5008
Core,Physical Health,Medical,Parent,ph_p_mhx,ph_p_mhx_030__01,Bruises: How many times?,yes,maybe sensitive,physical health,pain/illness/injury,_none_,11864,11199,10922,10383,9700,8837,5009
Core,Physical Health,Medical,Parent,ph_p_mhx,ph_p_mhx_031__01,Asthma attack: How many times?,yes,not sensitive,physical health,pain/illness/injury,_none_,11864,11200,10921,10383,9700,8837,5009
Core,Physical Health,Medical,Parent,ph_p_mhx,ph_p_mhx_032__01,Broken teeth: How many times?,yes,maybe sensitive,physical health,pain/illness/injury,_none_,11864,11200,10921,10383,9700,8837,5009
Core,Physical Health,Medical,Parent,ph_p_mhx,ph_p_mhx_033__01,Animal bite: How many times?,yes,maybe sensitive,physical health,pain/illness/injury,_none_,11864,11200,10921,10383,9700,8837,5009
Core,Physical Health,Medical,Parent,ph_p_mhx,ph_p_mhx_035__01,Seizure: How many times?,yes,not sensitive,physical health,pain/illness/injury,_none_,11864,11200,10921,10383,9700,8837,5009
Core,"Friends, Family, & Community",Family,Youth,fc_y_fes,fc_y_fes__cohes_001,Family members really help and support one another. [Youth],yes,not sensitive,family interactions and parenting,not applicable,_none_,0,0,0,0,9713,0,0
Core,"Friends, Family, & Community",Family,Youth,fc_y_fes,fc_y_fes__cohes_002,"We often seem to be killing time (e.g., passing time) at home. [Youth]",yes,not sensitive,family interactions and parenting,not applicable,_none_,0,0,0,0,9713,0,0
Core,"Friends, Family, & Community",Family,Youth,fc_y_fes,fc_y_fes__cohes_003,We put a lot of energy into what we do at home. [Youth],yes,not sensitive,family interactions and parenting,not applicable,_none_,0,0,0,0,9713,0,0
Core,"Friends, Family, & Community",Family,Youth,fc_y_fes,fc_y_fes__cohes_004,There is a feeling of togetherness in our family. [Youth],yes,not sensitive,family interactions and parenting,not applicable,_none_,0,0,0,0,9713,0,0
Core,"Friends, Family, & Community",Family,Youth,fc_y_fes,fc_y_fes__cohes_005,We rarely volunteer when something has to be done at home. [Youth],yes,not sensitive,family interactions and parenting,not applicable,_none_,0,0,0,0,9713,0,0
Core,"Friends, Family, & Community",Family,Youth,fc_y_fes,fc_y_fes__cohes_006,Family members really back each other up. [Youth],yes,not sensitive,family interactions and parenting,not applicable,_none_,0,0,0,0,9713,0,0
Core,"Friends, Family, & Community",Family,Youth,fc_y_fes,fc_y_fes__cohes_007,There is very little group spirit in our family. [Youth],yes,not sensitive,family interactions and parenting,not applicable,_none_,0,0,0,0,9713,0,0
Core,"Friends, Family, & Community",Family,Youth,fc_y_fes,fc_y_fes__cohes_008,We really get along well with each other. [Youth],yes,not sensitive,family interactions and parenting,not applicable,_none_,0,0,0,0,9713,0,0
Core,"Friends, Family, & Community",Family,Youth,fc_y_fes,fc_y_fes__cohes_009,There is plenty of time and attention for everyone in our family. [Youth],yes,not sensitive,family interactions and parenting,not applicable,_none_,0,0,0,0,9713,0,0
Core,"Friends, Family, & Community",Family,Youth,fc_y_fes,fc_y_fes__confl_001,We fight a lot in our family. [Youth],no,not sensitive,family interactions and parenting,not applicable,family conflict,11842,11212,10933,10434,9714,8871,5038
Core,"Friends, Family, & Community",Family,Youth,fc_y_fes,fc_y_fes__confl_002,Family members rarely become openly angry. [Youth],no,not sensitive,family interactions and parenting,not applicable,family conflict,11843,11212,10933,10433,9713,8871,5038
Core,"Friends, Family, & Community",Family,Youth,fc_y_fes,fc_y_fes__confl_003,Family members sometimes get so angry they throw things. [Youth],no,maybe sensitive,family interactions and parenting,not applicable,family conflict,11844,11213,10934,10434,9714,8871,5038
Core,"Friends, Family, & Community",Family,Youth,fc_y_fes,fc_y_fes__confl_004,Family members hardly ever lose their tempers. [Youth],no,not sensitive,family interactions and parenting,not applicable,family conflict,11844,11211,10933,10434,9713,8871,5038
Core,"Friends, Family, & Community",Family,Youth,fc_y_fes,fc_y_fes__confl_005,Family members often criticize each other. [Youth],no,not sensitive,family interactions and parenting,not applicable,family conflict,11844,11211,10933,10434,9714,8871,5038
Core,"Friends, Family, & Community",Family,Youth,fc_y_fes,fc_y_fes__confl_006,Family members sometimes hit each other. [Youth],no,maybe sensitive,family interactions and parenting,not applicable,family conflict,11843,11212,10933,10434,9714,8871,5038
Core,"Friends, Family, & Community",Family,Youth,fc_y_fes,fc_y_fes__confl_007,"If there's a disagreement in our family, we try hard to smooth things over and keep the peace. [Youth]",no,not sensitive,family interactions and parenting,not applicable,family conflict,11844,11213,10933,10434,9713,8871,5038
Core,"Friends, Family, & Community",Family,Youth,fc_y_fes,fc_y_fes__confl_008,Family members often try to one-up or out-do each other. [Youth],no,not sensitive,family interactions and parenting,not applicable,family conflict,11844,11213,10933,10434,9714,8871,5038
Core,"Friends, Family, & Community",Family,Youth,fc_y_fes,fc_y_fes__confl_009,"In our family, we believe you don't ever get anywhere by raising your voice. [Youth]",no,not sensitive,family interactions and parenting,not applicable,family conflict,11844,11211,10933,10433,9714,8871,5038
Core,Mental Health,Stress,Parent,mh_p_ple,mh_p_ple_003__01,Saw crime or accident: Did this happen in the past year? [Parent],yes,maybe sensitive,life events,not applicable,violence exposure,0,11205,10899,10200,9498,8665,4985
Core,"Friends, Family, & Community",Culture,Youth,fc_y_meim,fc_y_meim_001__01___1,What ethnic groups do you consider yourself to be [Multi-select]: White/Caucasian [Youth],yes,not sensitive,identities,race and ethnicity,_none_,0,0,0,186,0,553,0
Core,"Friends, Family, & Community",Culture,Youth,fc_y_meim,fc_y_meim_001__01___2,What ethnic groups do you consider yourself to be [Multi-select]: Western European [Youth],yes,not sensitive,identities,race and ethnicity,_none_,0,0,0,186,0,553,0
Core,"Friends, Family, & Community",Culture,Youth,fc_y_meim,fc_y_meim_001__01___3,What ethnic groups do you consider yourself to be [Multi-select]: Eastern European [Youth],yes,not sensitive,identities,race and ethnicity,_none_,0,0,0,186,0,553,0
Core,"Friends, Family, & Community",Culture,Youth,fc_y_meim,fc_y_meim_001__01___4,What ethnic groups do you consider yourself to be [Multi-select]: Hispanic/Latino [Youth],yes,not sensitive,identities,race and ethnicity,_none_,0,0,0,186,0,553,0
Core,"Friends, Family, & Community",Culture,Youth,fc_y_meim,fc_y_meim_001__01___5,What ethnic groups do you consider yourself to be [Multi-select]: Black/African American [Youth],yes,not sensitive,identities,race and ethnicity,_none_,0,0,0,186,0,553,0
Core,"Friends, Family, & Community",Culture,Youth,fc_y_meim,fc_y_meim_001__01___6,"What ethnic groups do you consider yourself to be [Multi-select]: Afro-Carribean/Indo-Carribbean/West Indian (i.e. Jamaica, Haiti, Trinidad, Guyana) [Youth]",yes,not sensitive,identities,race and ethnicity,_none_,0,0,0,186,0,553,0
Core,"Friends, Family, & Community",Culture,Youth,fc_y_meim,fc_y_meim_001__01___7,"What ethnic groups do you consider yourself to be [Multi-select]: East Asian (i.e. China, Japan, Korea, Taiwan) [Youth]",yes,not sensitive,identities,race and ethnicity,_none_,0,0,0,186,0,553,0
Core,"Friends, Family, & Community",Culture,Youth,fc_y_meim,fc_y_meim_001__01___8,"What ethnic groups do you consider yourself to be [Multi-select]: South Asian (i.e. India, Pakistan, Bangladesh) [Youth]",yes,not sensitive,identities,race and ethnicity,_none_,0,0,0,186,0,553,0
Core,"Friends, Family, & Community",Culture,Youth,fc_y_meim,fc_y_meim_001__01___9,"What ethnic groups do you consider yourself to be [Multi-select]: Southeast Asian (i.e. Phillipines, Vietnam, Thailand) [Youth]",yes,not sensitive,identities,race and ethnicity,_none_,0,0,0,186,0,553,0
Core,"Friends, Family, & Community",Culture,Youth,fc_y_meim,fc_y_meim_001__01___10,What ethnic groups do you consider yourself to be [Multi-select]: American Indian/Alaska Native [Youth],yes,not sensitive,identities,race and ethnicity,_none_,0,0,0,186,0,553,0
Core,"Friends, Family, & Community",Culture,Youth,fc_y_meim,fc_y_meim_001__01___11,What ethnic groups do you consider yourself to be [Multi-select]: Middle Eastern/North African [Youth],yes,not sensitive,identities,race and ethnicity,_none_,0,0,0,186,0,553,0
Core,"Friends, Family, & Community",Culture,Youth,fc_y_meim,fc_y_meim_001__01___12,What ethnic groups do you consider yourself to be [Multi-select]: Native Hawaiian or Pacific Islander [Youth],yes,not sensitive,identities,race and ethnicity,_none_,0,0,0,186,0,553,0
Core,"Friends, Family, & Community",Culture,Youth,fc_y_meim,fc_y_meim__commattach_001,I have a strong sense of belonging to my own ethnic group. [Youth],yes,not sensitive,identities,race and ethnicity,_none_,0,0,0,9033,0,8582,0
Core,"Friends, Family, & Community",Culture,Youth,fc_y_meim,fc_y_meim__commattach_002,I understand pretty well what my ethnic group membership means to me. [Youth],yes,not sensitive,identities,race and ethnicity,_none_,0,0,0,9033,0,8582,0
Core,"Friends, Family, & Community",Culture,Youth,fc_y_meim,fc_y_meim__commattach_003,I feel a strong attachment towards my own ethnic group. [Youth],yes,not sensitive,identities,race and ethnicity,_none_,0,0,0,9032,0,8582,0
Core,"Friends, Family, & Community",Culture,Youth,fc_y_meim,fc_y_meim__explor_001,"I have spent time trying to find out more about my ethnic group, such as its history, traditions, and customs. [Youth]",yes,not sensitive,identities,race and ethnicity,_none_,0,0,0,9033,0,8582,0
Core,"Friends, Family, & Community",Culture,Youth,fc_y_meim,fc_y_meim__explor_002,I have often done things that will help me understand my ethnic background better. [Youth],yes,not sensitive,identities,race and ethnicity,_none_,0,0,0,9033,0,8582,0
Core,"Friends, Family, & Community",Culture,Youth,fc_y_meim,fc_y_meim__explor_003,I have often talked to other people in order to learn more about my ethnic group. [Youth],yes,not sensitive,identities,race and ethnicity,_none_,0,0,0,9033,0,8582,0
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_mnbs,fc_y_mnbs__edusupp_001,In the past three years how often did your parents/guardians: Help you with your homework?,no,not sensitive,family interactions and parenting,not applicable,parental nurturance,0,0,0,10417,0,0,5023
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_mnbs,fc_y_mnbs__edusupp_002,Make sure you always went to school?,no,not sensitive,family interactions and parenting,not applicable,parental monitoring,0,0,0,10426,0,0,5023
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_mnbs,fc_y_mnbs__edusupp_003,Help you when you had trouble understanding something?,no,not sensitive,family interactions and parenting,not applicable,parental nurturance,0,0,0,10418,0,0,5026
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_mnbs,fc_y_mnbs__superv_001,In the past three years how often did your parents/guardians: Want to know what you were doing if you were not at home?,no,not sensitive,family interactions and parenting,not applicable,parental monitoring,0,0,0,10402,0,0,5023
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_mnbs,fc_y_mnbs__superv_002,In the past three years how often did your parents/guardians: Care if you got into trouble at school?,no,not sensitive,family interactions and parenting,not applicable,parental permissiveness,0,0,0,10398,0,0,5019
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_mnbs,fc_y_mnbs__superv_003,In the past three years how often did your parents/guardians: Take an interest in the kind of friends you had?,no,not sensitive,family interactions and parenting,not applicable,parental monitoring,0,0,0,10408,0,0,5029
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_mnbs,fc_y_mnbs__superv_004,"In the past three years how often did your parents/guardians: Care if you did bad things, like shoplifting?",no,not sensitive,family interactions and parenting,not applicable,parental permissiveness,0,0,0,10366,0,0,5009
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_mnbs,fc_y_mnbs__superv_005,In the past three years how often did your parents/guardians: Make sure you had somewhere safe to play or hang out?,no,not sensitive,family interactions and parenting,not applicable,parental nurturance,0,0,0,10415,0,0,5028
Core,"Friends, Family, & Community",Community,Youth,fc_y_nsc,fc_y_nsc__ns_003,My neighborhood is safe from crime. [Youth],no,not sensitive,neighborhood,not applicable,neighborhood atmosphere,11844,11213,10937,0,9711,0,0
Core,"Friends, Family, & Community",Community,Youth,fc_y_nsc,fc_y_nsc__pol_001a,"Has a police officer ever provided assistance, protection, or any other service to you? [Youth]",yes,not sensitive,neighborhood,not applicable,neighborhood atmosphere,0,0,0,0,9711,0,0
Core,Mental Health,Stress,Parent,mh_p_ple,mh_p_ple_004__01,Close friend died: Did this happen in the past year? [Parent],yes,not sensitive,life events,not applicable,_none_,0,11205,10899,10200,9498,8665,4985
Core,"Friends, Family, & Community",Community,Youth,fc_y_nsc,fc_y_nsc__pol_001b,"Has a police officer ever provided assistance, protection, or any other services to a close friend or family member? [Youth]",yes,not sensitive,neighborhood,not applicable,_none_,0,0,0,0,5512,0,0
Core,Mental Health,Stress,Parent,mh_p_ple,mh_p_ple_005__01,Lost a close friend: Did this happen in the past year? [Parent],yes,not sensitive,life events,not applicable,_none_,0,11205,10899,10200,9498,8665,4985
Core,"Friends, Family, & Community",Community,Youth,fc_y_nsc,fc_y_nsc__pol_002a,Have you ever had a negative or bad experience with police? [Youth],yes,maybe sensitive,neighborhood,not applicable,_none_,0,0,0,0,9701,0,0
Core,"Friends, Family, & Community",Community,Youth,fc_y_nsc,fc_y_nsc__pol_002b,Has a close friend or family member ever had a negative or bad experience with police? [Youth],yes,maybe sensitive,neighborhood,not applicable,_none_,0,0,0,0,5886,0,0
Core,Mental Health,Stress,Parent,mh_p_ple,mh_p_ple_006__01,Close friend was seriously sick/injured: Did this happen in the past year? [Parent],yes,not sensitive,life events,not applicable,_none_,0,11205,10899,10200,9498,8665,4985
Core,Mental Health,Stress,Parent,mh_p_ple,mh_p_ple_007__01,Negative change in parent's financial situation: Did this happen in the past year? [Parent],yes,not sensitive,life events,not applicable,_none_,0,11205,10899,10200,9498,8665,4985
Core,Mental Health,Stress,Parent,mh_p_ple,mh_p_ple_008__01,Family member had drug and/or alcohol problem: Did this happen in the past year? [Parent],yes,maybe sensitive,life events,not applicable,_none_,0,11205,10899,10200,9498,8665,4985
Core,Mental Health,Stress,Parent,mh_p_ple,mh_p_ple_008__02,Family member had drug and/or alcohol problem: Was this when your child was age 5 or younger? [Parent],yes,not sensitive,life events,not applicable,_none_,0,0,0,0,0,8634,0
Core,Mental Health,Stress,Parent,mh_p_ple,mh_p_ple_009__01,Child was seriously sick: Did this happen in the past year? [Parent],yes,not sensitive,life events,not applicable,_none_,0,11205,10899,10200,9498,8665,4985
Core,Mental Health,Stress,Parent,mh_p_ple,mh_p_ple_010__01,Child was seriously injured: Did this happen in the past year? [Parent],yes,not sensitive,life events,not applicable,_none_,0,11198,10886,10177,9488,8655,4982
Core,Mental Health,Stress,Parent,mh_p_ple,mh_p_ple_011__01,Parents argued more than previously: Did this happen in the past year? [Parent],yes,not sensitive,life events,not applicable,family conflict,0,11205,10899,10200,9498,8665,4985
Core,Mental Health,Stress,Parent,mh_p_ple,mh_p_ple_012__01,Parent figure lost job: Did this happen in the past year? [Parent],yes,not sensitive,life events,not applicable,_none_,0,11205,10899,10200,9498,8665,4985
Core,"Friends, Family, & Community",Community,Youth,fc_y_nsc,fc_y_nsc__pol_006a,"In the last 2 years, how many times have you been arrested by the police? [Youth]",no,maybe sensitive,neighborhood,not applicable,_none_,0,0,10,0,7602,0,0
Core,"Friends, Family, & Community",Community,Youth,fc_y_nsc,fc_y_nsc__pol__imp_001,I trust the police in my community. [Youth],yes,not sensitive,neighborhood,not applicable,neighborhood atmosphere,0,0,0,0,9710,0,0
Core,"Friends, Family, & Community",Community,Youth,fc_y_nsc,fc_y_nsc__pol__imp_002,The police treat individuals fairly in my community. [Youth],yes,not sensitive,neighborhood,not applicable,neighborhood atmosphere,0,0,0,0,9709,0,0
Core,"Friends, Family, & Community",Community,Youth,fc_y_nsc,fc_y_nsc__pol__imp_003,The police treat people with respect in my community. [Youth],yes,not sensitive,neighborhood,not applicable,neighborhood atmosphere,0,0,0,0,9709,0,0
Core,"Friends, Family, & Community",Peers,Youth,fc_y_pbp,fc_y_pbp_001,How many of your friends: Have skipped school,no,not sensitive,peers and peer relationships,prosociality of peers,friends’ conduct problems,0,0,10324,9576,8808,8240,4751
Core,"Friends, Family, & Community",Peers,Youth,fc_y_pbp,fc_y_pbp_002,How many of your friends: Have been suspended from school,no,maybe sensitive,peers and peer relationships,prosociality of peers,friends’ conduct problems,0,0,10382,9683,8946,8234,4723
Core,"Friends, Family, & Community",Peers,Youth,fc_y_pbp,fc_y_pbp_003,How many of your friends: Have shoplifted occasionally,no,maybe sensitive,peers and peer relationships,prosociality of peers,friends’ conduct problems,0,0,9998,9206,8177,7616,4405
Core,"Friends, Family, & Community",Peers,Youth,fc_y_pbp,fc_y_pbp_004,How many of your friends: Are athletes,no,not sensitive,peers and peer relationships,prosociality of peers,_none_,0,0,10654,10108,9462,8707,4971
Core,"Friends, Family, & Community",Peers,Youth,fc_y_pbp,fc_y_pbp_005,How many of your friends: Attend spiritual or religious services once a month or more often,no,not sensitive,peers and peer relationships,prosociality of peers,_none_,0,0,9561,8661,7928,7515,4409
Core,"Friends, Family, & Community",Peers,Youth,fc_y_pbp,fc_y_pbp_006,How many of your friends: Are excellent students (GPA 3.5 [B+] or higher),no,not sensitive,peers and peer relationships,prosociality of peers,_none_,0,0,10296,9527,8798,8198,4737
Core,"Friends, Family, & Community",Family,Youth,fc_y_pet,fc_y_pet_001___0,"Do you currently have any pets? [Multi-select]: No, I do not have any pets",no,not sensitive,demographics,pet ownership,_none_,0,0,0,10435,9713,0,5040
Core,"Friends, Family, & Community",Family,Youth,fc_y_pet,fc_y_pet_001___1,Do you currently have any pets? [Multi-select]: Dog,no,not sensitive,demographics,pet ownership,_none_,0,0,0,10435,9713,0,5040
Core,"Friends, Family, & Community",Family,Youth,fc_y_pet,fc_y_pet_001___2,Do you currently have any pets? [Multi-select]: Cat,no,not sensitive,demographics,pet ownership,_none_,0,0,0,10435,9713,0,5040
Core,"Friends, Family, & Community",Family,Youth,fc_y_pet,fc_y_pet_001___3,Do you currently have any pets? [Multi-select]: Horse,no,not sensitive,demographics,pet ownership,_none_,0,0,0,10435,9713,0,5040
Core,"Friends, Family, & Community",Family,Youth,fc_y_pet,fc_y_pet_001___4,Do you currently have any pets? [Multi-select]: Fish,no,not sensitive,demographics,pet ownership,_none_,0,0,0,10435,9713,0,5040
Core,"Friends, Family, & Community",Family,Youth,fc_y_pet,fc_y_pet_001___5,"Do you currently have any pets? [Multi-select]: Other Small animal (e.g., rabbit, hamster, bird)",no,not sensitive,demographics,pet ownership,_none_,0,0,0,10435,9713,0,5040
Core,"Friends, Family, & Community",Family,Youth,fc_y_pet,fc_y_pet_001___6,Do you currently have any pets? [Multi-select]: Other,no,not sensitive,demographics,pet ownership,_none_,0,0,0,10435,9713,0,5040
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_pm,fc_y_pm_001,How often do your parents/guardians know where you are?,yes,not sensitive,family interactions and parenting,not applicable,parental monitoring,11847,11213,10937,10437,9716,8872,5038
